Customer ID,total_transaction,total_unit,total_price,avg_order_value,purchase_frequency,profit_margin,CV,CLTV,SCALED_CLTV,segment
12346.0,33,70,372.86,11.298787878787879,0.0076495132127955496,18.643,4.009247311827962,74.7443976344087,1.000112892994839,C
12347.0,71,828,1323.32,18.63830985915493,0.01645804357904497,66.166,14.229247311827976,941.4923776344098,1.0014220182046174,B
12348.0,20,373,222.16,11.108,0.004636068613815485,11.108,2.3888172043010787,26.534981505376383,1.000040078101168,D
12349.0,102,993,2671.1400000000003,26.187647058823533,0.02364394993045897,133.55700000000002,28.721935483871007,3836.0155374193605,1.005793869453422,A
12351.0,21,261,300.93,14.33,0.004867872044506259,15.046500000000002,3.2358064516129073,48.68756177419362,1.0000735370788187,D
12352.0,18,188,343.79999999999995,19.099999999999998,0.004172461752433936,17.189999999999998,3.6967741935483915,63.54754838709684,1.0000959814150512,C
12353.0,20,192,317.75999999999993,15.887999999999996,0.004636068613815485,15.887999999999998,3.4167741935483913,54.28570838709683,1.0000819924488087,C
12355.0,22,303,488.21,22.191363636363636,0.005099675475197033,24.4105,5.249569892473126,128.14462586021523,1.000193548025588,C
12356.0,84,1826,3562.2499999999995,42.40773809523809,0.019471488178025034,178.11249999999998,38.30376344086026,6822.379065860222,1.0103044352359287,A
12357.0,165,3879,12079.990000000002,73.21206060606062,0.03824756606397774,603.9995000000001,129.89236559139803,78454.92387102163,1.1184973268363416,A
12358.0,58,831,2719.01,46.879482758620696,0.013444598980064905,135.9505,29.236666666666707,3974.7394516666723,1.0060033963026687,A
12359.0,117,1130,2563.36,21.90905982905983,0.027121001390820583,128.168,27.563010752688207,3532.6959621505425,1.0053357393951279,A
12360.0,88,1294,1590.83,18.077613636363637,0.020398701900788133,79.5415,17.105698924731207,1360.6129510215073,1.0020550526289467,B
12361.0,19,144,321.35,16.913157894736845,0.00440426518312471,16.067500000000003,3.455376344086026,55.51925940860223,1.000083855588703,C
12362.0,1,1,130.0,130.0,0.0002318034306907742,6.5,1.397849462365593,9.086021505376355,1.000013723412207,D
12366.0,3,296,500.24,166.74666666666667,0.0006954102920723226,25.012,5.378924731182802,134.53766537634425,1.0002032039917865,C
12368.0,18,330,917.6999999999999,50.98333333333333,0.004172461752433936,45.885,9.867741935483883,452.7813387096779,1.0006838752194405,B
12369.0,93,1241,1791.1499999999999,19.259677419354837,0.021557719054242003,89.5575,19.259677419354862,1724.8485604838731,1.0026051894964663,A
12370.0,35,252,774.62,22.132,0.008113120074177098,38.731,8.329247311827968,322.60007763440905,1.0004872510857281,B
12371.0,104,845,2179.42,20.95596153846154,0.02410755679184052,108.971,23.43462365591401,2553.6943744086057,1.0038570677529672,A
12373.0,37,319,763.0500000000001,20.622972972972974,0.008576726935558646,38.1525,8.20483870967743,313.0351088709682,1.0004728042776272,B
12374.0,50,1020,2246.29,44.9258,0.011590171534538712,112.31450000000001,24.15365591397853,2712.8057871505416,1.00409738762263,A
12376.0,13,240,503.15000000000003,38.70384615384616,0.003013444598980065,25.157500000000002,5.410215053763448,136.10748521505394,1.0002055750278582,C
12377.0,75,1161,1798.2,23.976,0.017385257301808066,89.91000000000001,19.335483870967764,1738.453354838712,1.002625738006154,A
12378.0,82,787,1407.7,17.167073170731708,0.019007881316643487,70.385,15.136559139784966,1065.3867150537649,1.0016091466481871,B
12379.0,41,408,767.98,18.73121951219512,0.009503940658321743,38.399,8.257849462365602,317.09316150537677,1.0004789335091095,B
12380.0,173,2228,6951.49,40.18202312138728,0.04010199350950394,347.5745,74.74720430107536,25980.222161344118,1.0392401996564893,A
12385.0,65,612,1938.3999999999999,29.82153846153846,0.015067222994900325,96.92,20.843010752688198,2020.1046021505401,1.0030511404953775,A
12386.0,8,214,258.9,32.3625,0.0018544274455261937,12.945,2.783870967741939,36.0372096774194,1.0000544301466716,D
12387.0,9,134,143.94,15.993333333333332,0.002086230876216968,7.197,1.5477419354838728,11.139098709677432,1.0000168243541048,D
12388.0,46,539,1120.45,24.357608695652175,0.010662957811775614,56.02250000000001,12.047849462365608,674.9506465053773,1.0010194369379395,B
12389.0,49,614,1433.33,29.251632653061222,0.011358368103847936,71.6665,15.412150537634425,1104.5348865053775,1.001668275552259,B
12391.0,181,920,2312.5299999999997,12.776408839779004,0.04195642095503013,115.6265,24.86591397849465,2875.1586026344116,1.0043426032660843,A
12392.0,7,73,234.75000000000003,33.53571428571429,0.0016226240148354196,11.737500000000002,2.5241935483871005,29.6277217741936,1.0000447493370368,D
12393.0,43,495,816.8500000000001,18.99651162790698,0.009967547519703291,40.84250000000001,8.783333333333346,358.73329166666724,1.0005418262361656,B
12395.0,98,1615,2048.6400000000003,20.90448979591837,0.022716736207695872,102.43200000000002,22.02838709677422,2256.411747096777,1.0034080558246752,A
12396.0,65,591,931.4300000000001,14.329692307692309,0.015067222994900325,46.57150000000001,10.015376344086036,466.4310994086029,1.0007044916457266,B
12399.0,51,1020,853.65,16.738235294117647,0.011821974965229486,42.682500000000005,9.17903225806453,391.7840443548393,1.0005917456758928,B
12400.0,11,91,205.25,18.65909090909091,0.0025498377375985167,10.262500000000001,2.206989247311831,22.64922715053767,1.0000342091068326,D
12402.0,59,490,1031.3000000000002,17.479661016949155,0.013676402410755678,51.56500000000001,11.089247311827972,571.8170376344095,1.0008636652367484,B
12403.0,4,164,591.6600000000001,147.91500000000002,0.0009272137227630969,29.583000000000006,6.361935483870976,188.2051374193551,1.0002842626642239,C
12404.0,1,1,63.24,63.24,0.0002318034306907742,3.1620000000000004,0.6800000000000008,2.1501600000000027,1.0000032475745269,D
12406.0,61,1598,2975.0599999999995,48.77147540983606,0.014140009272137228,148.753,31.989892473118317,4758.592475053769,1.007187318016195,A
12408.0,54,820,1452.2199999999998,26.892962962962958,0.012517385257301807,72.61099999999999,15.615268817204317,1133.8402840860226,1.001712538054902,B
12409.0,155,7592,12346.619999999999,79.6556129032258,0.035929531757070005,617.331,132.75935483870984,81956.46528193558,1.123786010790483,A
12410.0,14,130,320.38,22.884285714285713,0.003245248029670839,16.019000000000002,3.444946236559144,55.18459376344094,1.0000833501139363,C
12411.0,22,138,346.9,15.768181818181818,0.005099675475197033,17.345,3.730107526881725,64.69871505376352,1.0000977201226557,C
12412.0,66,1168,1370.0500000000002,20.758333333333336,0.015299026425591099,68.50250000000001,14.731720430107549,1009.1596787634426,1.0015242220422147,B
12413.0,13,33,241.35,18.565384615384616,0.003013444598980065,12.0675,2.5951612903225842,31.317108870967786,1.000047300965986,D
12414.0,10,195,390.0,39.0,0.0023180343069077423,19.5,4.193548387096779,81.7741935483872,1.0001235107098645,C
12415.0,212,14073,19543.84,92.18792452830189,0.049142327306444133,977.192,210.14881720430134,205355.74298150564,1.31016672240743,A
12416.0,11,132,202.56,18.414545454545454,0.0025498377375985167,10.128,2.178064516129035,22.059437419354868,1.0000333182958663,D
12417.0,179,1348,3167.81,17.6972625698324,0.041492814093648585,158.3905,34.062473118279605,5395.172148440866,1.008148799920616,A
12418.0,68,681,1352.62,19.891470588235293,0.01576263328697265,67.631,14.544301075268837,983.6456260215067,1.0014856859389658,B
12419.0,25,231,503.01,20.1204,0.005795085767269356,25.1505,5.408709677419362,136.0317527419357,1.0002054606424866,C
12421.0,20,168,291.56,14.578,0.004636068613815485,14.578000000000001,3.1350537634408644,45.70281376344092,1.0000690289530938,D
12422.0,133,2226,4428.24,33.29503759398496,0.030829856281872972,221.412,47.6154838709678,10542.639514838724,1.0159234696647128,A
12423.0,40,454,763.08,19.077,0.00927213722763097,38.154,8.205161290322593,313.05972387096824,1.0004728414558126,B
12424.0,62,1285,1579.0700000000006,25.468870967741946,0.014371812702828002,78.95350000000003,16.979247311827987,1340.5710026344116,1.0020247815230519,B
12425.0,55,651,964.2099999999999,17.531090909090906,0.012749188687992583,48.210499999999996,10.367849462365603,499.83920650537686,1.0007549508290423,B
12426.0,47,326,762.4800000000002,16.22297872340426,0.010894761242466388,38.12400000000002,8.198709677419368,312.5676077419361,1.0004720981698223,B
12427.0,10,79,303.5,30.35,0.0023180343069077423,15.175,3.263440860215058,49.522715053763505,1.0000747984837917,D
12429.0,76,1787,3735.5099999999998,49.15144736842105,0.01761706073249884,186.7755,40.16677419354844,7502.169333387106,1.0113311818763782,A
12431.0,170,1811,4370.52,25.708941176470592,0.039406583217431616,218.52600000000004,46.99483870967749,10269.594123870984,1.0155110653522972,A
12433.0,286,6045,7205.389999999999,25.193671328671325,0.06629578117756142,360.2695,77.47731182795708,27912.71239360218,1.042159008513361,A
12434.0,20,138,297.29,14.864500000000001,0.004636068613815485,14.864500000000001,3.196666666666671,47.51685166666674,1.0000717688530478,D
12435.0,76,2903,6096.040000000001,80.21105263157897,0.01761706073249884,304.8020000000001,65.54881720430117,19979.41058150541,1.0301766495824562,A
12437.0,364,5078,7731.99,21.24173076923077,0.08437644877144182,386.59950000000003,83.13967741935495,32141.757720483918,1.0485465052003637,A
12439.0,72,484,1158.18,16.085833333333333,0.016689847009735744,57.909000000000006,12.45354838709679,721.1725335483881,1.0010892498927635,B
12440.0,32,331,859.1999999999999,26.849999999999998,0.007417709782104775,42.96,9.238709677419365,396.89496774193594,1.0005994651500718,B
12441.0,11,121,173.55,15.77727272727273,0.0025498377375985167,8.6775,1.8661290322580673,16.19333467741938,1.0000244582083209,D
12443.0,21,182,485.31,23.11,0.004867872044506259,24.265500000000003,5.2183870967742,126.62677209677437,1.0001912554784202,C
12445.0,20,144,301.58000000000004,15.079000000000002,0.004636068613815485,15.079000000000002,3.2427956989247364,48.898116344086105,1.0000738550977837,D
12449.0,10,729,768.6,76.86,0.0023180343069077423,38.43000000000001,8.26451612903227,317.6053548387102,1.0004797071194558,B
12450.0,29,314,490.32,16.90758620689655,0.006722299490032452,24.516000000000002,5.272258064516135,129.2546787096776,1.0001952246354018,C
12451.0,157,2784,3634.3599999999997,23.148789808917197,0.03639313861845155,181.718,39.079139784946285,7101.383123440869,1.0107258394431924,A
12454.0,25,6697,13151.439999999999,526.0576,0.005795085767269356,657.572,141.4133333333335,92989.44842666677,1.1404500892851657,A
12455.0,137,1213,3413.09,24.913065693430656,0.03175707000463607,170.6545,36.699892473118325,6263.001800053772,1.0094595588735469,A
12457.0,22,251,632.68,28.758181818181814,0.005099675475197033,31.634,6.80301075268818,215.20644215053787,1.0003250450941068,C
12458.0,46,480,830.09,18.045434782608698,0.010662957811775614,41.50450000000001,8.925698924731195,370.45667102150594,1.0005595330803827,B
12459.0,23,258,454.3599999999999,19.75478260869565,0.005331478905887807,22.717999999999996,4.885591397849468,110.99086537634419,1.0001676392022503,C
12460.0,18,170,326.65,18.147222222222222,0.004172461752433936,16.3325,3.512365591397854,57.365711021505454,1.000086644445915,C
12466.0,1,1,56.73,56.73,0.0002318034306907742,2.8365,0.6100000000000007,1.730265000000002,1.0000026133704183,D
12467.0,9,129,132.8,14.755555555555556,0.002086230876216968,6.640000000000001,1.4279569892473138,9.481634408602165,1.0000143209409431,D
12468.0,112,1835,2941.2,26.260714285714283,0.025961984237366714,147.06,31.62580645161294,4650.8910967741995,1.007024647213739,A
12469.0,76,2552,3070.54,40.40184210526316,0.01761706073249884,153.52700000000002,33.01655913978499,5068.933275053771,1.0076560528437084,A
12470.0,23,95,211.95,9.215217391304348,0.005331478905887807,10.5975,2.279032258064519,24.15204435483874,1.000036478942971,D
12471.0,678,8679,20139.739999999998,29.704631268436575,0.1571627260083449,1006.987,216.55634408602177,218069.42326215078,1.329369304644143,A
12472.0,572,7202,11308.48,19.77006993006993,0.13259156235512284,565.424,121.59655913978509,68753.61285505384,1.1038445891179285,A
12474.0,286,3107,5048.66,17.652657342657342,0.06629578117756142,252.433,54.28666666666673,13703.746126666683,1.0206979651949375,A
12475.0,25,236,426.26,17.0504,0.005795085767269356,21.313000000000002,4.58344086021506,97.68687505376357,1.0001475450231765,C
12476.0,283,3237,7298.99,25.79148409893993,0.0656003708854891,364.9495,78.48376344086032,28642.61022586025,1.0432614369871736,A
12477.0,264,2466,7056.629999999999,26.729659090909088,0.061196105702364396,352.8315,75.87774193548397,26772.05750370971,1.040436177763856,A
12480.0,88,1245,2183.2200000000003,24.809318181818185,0.020398701900788133,109.16100000000002,23.475483870967775,2562.6072948387136,1.003870529715495,A
12481.0,174,3949,6765.07,38.87971264367816,0.04033379694019471,338.25350000000003,72.7426881720431,24605.468873602185,1.037163789641425,A
